Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_sorting_strategy,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,Strain,Tissue
SRR12892582,RNA-Seq,51,66326877,PRJNA671700,SAMN16546334,28687201,unbiased all viable cell sorting,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX9357836,GSM4856039,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856039,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892583,RNA-Seq,51,44506629,PRJNA671700,SAMN16543862,19495237,unbiased all viable cell sorting,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX9357965,GSM4856552,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856552,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892584,RNA-Seq,51,31641930,PRJNA671700,SAMN16543861,14710675,unbiased all viable cell sorting,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX9357966,GSM4856553,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856553,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892585,RNA-Seq,51,75156303,PRJNA671700,SAMN16543860,32903562,unbiased all viable cell sorting,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX9357967,GSM4856554,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856554,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892586,RNA-Seq,51,38395146,PRJNA671700,SAMN16543858,16843955,unbiased all viable cell sorting,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX9357968,GSM4856555,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856555,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892587,RNA-Seq,51,17748612,PRJNA671700,SAMN16543765,7785814,unbiased all viable cell sorting,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX9357969,GSM4856556,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856556,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892588,RNA-Seq,51,29763549,PRJNA671700,SAMN16543764,13102935,unbiased all viable cell sorting,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX9357970,GSM4856557,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856557,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892589,RNA-Seq,51,19887909,PRJNA671700,SAMN16543857,8697250,unbiased all viable cell sorting,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX9357971,GSM4856558,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856558,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892590,RNA-Seq,51,42973926,PRJNA671700,SAMN16543768,18741981,unbiased all viable cell sorting,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX9357972,GSM4856559,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856559,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892591,RNA-Seq,51,62941650,PRJNA671700,SAMN16543767,28231833,unbiased all viable cell sorting,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX9357973,GSM4856560,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856560,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892592,RNA-Seq,51,60015882,PRJNA671700,SAMN16543859,26870794,unbiased all viable cell sorting,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX9357974,GSM4856561,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856561,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892593,RNA-Seq,51,23225196,PRJNA671700,SAMN16545410,10192200,unbiased all viable cell sorting,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX9357975,GSM4856562,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856562,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892594,RNA-Seq,51,39495165,PRJNA671700,SAMN16545409,17094825,unbiased all viable cell sorting,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX9357976,GSM4856563,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856563,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892595,RNA-Seq,51,38918967,PRJNA671700,SAMN16545408,18268752,unbiased all viable cell sorting,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX9357977,GSM4856564,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856564,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892596,RNA-Seq,51,53053362,PRJNA671700,SAMN16545407,24621991,unbiased all viable cell sorting,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX9357978,GSM4856565,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856565,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892597,RNA-Seq,51,44296764,PRJNA671700,SAMN16545406,19592637,unbiased all viable cell sorting,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX9357979,GSM4856566,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856566,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892598,RNA-Seq,51,28882014,PRJNA671700,SAMN16545405,12739561,unbiased all viable cell sorting,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX9357980,GSM4856567,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856567,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892599,RNA-Seq,51,40859007,PRJNA671700,SAMN16545404,17862100,unbiased all viable cell sorting,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX9358084,GSM4856568,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856568,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892600,RNA-Seq,51,37953588,PRJNA671700,SAMN16545403,16637071,unbiased all viable cell sorting,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX9358085,GSM4856569,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856569,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892601,RNA-Seq,51,66886908,PRJNA671700,SAMN16545402,31002459,unbiased all viable cell sorting,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX9358086,GSM4856570,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856570,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892602,RNA-Seq,51,45440490,PRJNA671700,SAMN16545401,19709717,unbiased all viable cell sorting,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX9358087,GSM4856571,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856571,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892603,RNA-Seq,51,83196096,PRJNA671700,SAMN16545400,36728359,unbiased all viable cell sorting,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX9358088,GSM4856572,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856572,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892604,RNA-Seq,51,30013296,PRJNA671700,SAMN16545399,13203785,unbiased all viable cell sorting,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX9358089,GSM4856573,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856573,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892605,RNA-Seq,51,73224831,PRJNA671700,SAMN16545398,32322638,unbiased all viable cell sorting,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX9358090,GSM4856574,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856574,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892606,RNA-Seq,51,40742931,PRJNA671700,SAMN16545397,17783476,unbiased all viable cell sorting,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX9358091,GSM4856575,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856575,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892607,RNA-Seq,51,33498891,PRJNA671700,SAMN16545396,14779814,unbiased all viable cell sorting,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX9358092,GSM4856576,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856576,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892608,RNA-Seq,51,74766663,PRJNA671700,SAMN16545395,35186838,unbiased all viable cell sorting,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX9358093,GSM4856577,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856577,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892609,RNA-Seq,51,36309399,PRJNA671700,SAMN16545394,17083479,unbiased all viable cell sorting,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX9358094,GSM4856578,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856578,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892610,RNA-Seq,51,68180574,PRJNA671700,SAMN16545393,29586205,unbiased all viable cell sorting,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX9358095,GSM4856579,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856579,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892611,RNA-Seq,51,34560558,PRJNA671700,SAMN16545392,15157069,unbiased all viable cell sorting,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX9358096,GSM4856580,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856580,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892612,RNA-Seq,51,16717596,PRJNA671700,SAMN16545391,7425677,unbiased all viable cell sorting,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX9358097,GSM4856581,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856581,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892613,RNA-Seq,51,34760529,PRJNA671700,SAMN16545390,15092174,unbiased all viable cell sorting,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX9358098,GSM4856582,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856582,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892614,RNA-Seq,51,39949779,PRJNA671700,SAMN16545389,17368210,unbiased all viable cell sorting,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX9358099,GSM4856583,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856583,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892615,RNA-Seq,51,83594508,PRJNA671700,SAMN16545388,36366108,unbiased all viable cell sorting,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX9358196,GSM4856584,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856584,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892616,RNA-Seq,51,20448858,PRJNA671700,SAMN16545387,9519789,unbiased all viable cell sorting,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX9358197,GSM4856585,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856585,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892617,RNA-Seq,51,82304157,PRJNA671700,SAMN16545386,36620511,unbiased all viable cell sorting,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX9358198,GSM4856586,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856586,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892618,RNA-Seq,51,51604554,PRJNA671700,SAMN16545385,24020673,unbiased all viable cell sorting,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX9358199,GSM4856587,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856587,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892619,RNA-Seq,51,70761327,PRJNA671700,SAMN16545384,33460887,unbiased all viable cell sorting,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX9358200,GSM4856588,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856588,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892620,RNA-Seq,51,68081532,PRJNA671700,SAMN16545383,29628225,unbiased all viable cell sorting,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX9358201,GSM4856589,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856589,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892621,RNA-Seq,51,47585448,PRJNA671700,SAMN16545382,20764930,unbiased all viable cell sorting,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX9358202,GSM4856590,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856590,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892622,RNA-Seq,51,58569114,PRJNA671700,SAMN16545381,27860491,unbiased all viable cell sorting,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX9358203,GSM4856591,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856591,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892623,RNA-Seq,51,107340771,PRJNA671700,SAMN16545380,46497956,unbiased all viable cell sorting,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX9358204,GSM4856592,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856592,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892624,RNA-Seq,51,61311690,PRJNA671700,SAMN16545446,26738535,unbiased all viable cell sorting,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX9358205,GSM4856593,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856593,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892625,RNA-Seq,51,66531489,PRJNA671700,SAMN16545445,29020750,unbiased all viable cell sorting,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX9358206,GSM4856594,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856594,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892626,RNA-Seq,51,69054204,PRJNA671700,SAMN16545444,29617487,unbiased all viable cell sorting,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX9358207,GSM4856595,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856595,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892627,RNA-Seq,51,31261980,PRJNA671700,SAMN16545443,14913899,unbiased all viable cell sorting,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX9358208,GSM4856596,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856596,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892628,RNA-Seq,51,34897107,PRJNA671700,SAMN16545442,16542797,unbiased all viable cell sorting,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX9358209,GSM4856597,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856597,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892629,RNA-Seq,51,50320170,PRJNA671700,SAMN16545441,23635862,unbiased all viable cell sorting,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX9358210,GSM4856598,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856598,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892630,RNA-Seq,51,49140642,PRJNA671700,SAMN16545440,22844589,unbiased all viable cell sorting,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX9358211,GSM4856599,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856599,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892631,RNA-Seq,51,84144135,PRJNA671700,SAMN16545439,36504652,unbiased all viable cell sorting,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX9357597,GSM4856600,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856600,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892632,RNA-Seq,51,80968977,PRJNA671700,SAMN16545438,34299080,unbiased all viable cell sorting,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX9357598,GSM4856601,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856601,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892633,RNA-Seq,51,117454683,PRJNA671700,SAMN16545437,51099132,unbiased all viable cell sorting,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX9357599,GSM4856602,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856602,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892634,RNA-Seq,51,45340479,PRJNA671700,SAMN16545436,19703386,unbiased all viable cell sorting,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX9357600,GSM4856603,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856603,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892635,RNA-Seq,51,17755293,PRJNA671700,SAMN16545435,7843757,unbiased all viable cell sorting,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX9357601,GSM4856604,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856604,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892636,RNA-Seq,51,69714093,PRJNA671700,SAMN16545434,29818807,unbiased all viable cell sorting,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX9357602,GSM4856605,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856605,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892637,RNA-Seq,51,52774698,PRJNA671700,SAMN16545433,24526946,unbiased all viable cell sorting,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX9357603,GSM4856606,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856606,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892638,RNA-Seq,51,28034496,PRJNA671700,SAMN16545432,13172980,unbiased all viable cell sorting,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX9357604,GSM4856607,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856607,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
SRR12892639,RNA-Seq,51,105338460,PRJNA671700,SAMN16545431,45600136,unbiased all viable cell sorting,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX9357605,GSM4856608,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-11-22T00:00:00Z,GSM4856608,Kidney glomerular single cells - mouse kidney glomeruli (unbiased sorting),SRP288492,C57BL/6J,Kidney glomerulus
